TIME,SOURCE,DESTINATION,RATE_MBPS,RTT_MS,JITTER_MS,CWND,RTX_OUT,LOST_OUT,RTX_TOT
0.599462,10.0.0.1:49460,10.0.0.2:5000,1,179,11.226,44,0,0,1
0.599474,10.0.0.1:49460,10.0.0.2:5000,1,180,9.736,46,0,0,1
0.599482,10.0.0.1:49460,10.0.0.2:5000,1,181,8.011,47,0,0,1
0.599582,10.0.0.1:49460,10.0.0.2:5000,1,182,6.641,48,0,0,1
0.599591,10.0.0.1:49460,10.0.0.2:5000,1,182,5.459,49,0,0,1
0.599597,10.0.0.1:49460,10.0.0.2:5000,1,182,4.514,50,0,0,1
0.599960,10.0.0.1:49460,10.0.0.2:5000,1,183,3.797,51,0,0,1
0.600657,10.0.0.1:49460,10.0.0.2:5000,1,183,3.217,52,0,0,1
0.600866,10.0.0.1:49460,10.0.0.2:5000,1,182,2.709,53,0,0,1
0.600926,10.0.0.1:49460,10.0.0.2:5000,1,182,2.283,54,0,0,1
0.624147,10.0.0.1:49460,10.0.0.2:5000,1,184,3.817,55,0,0,1
0.624892,10.0.0.1:49460,10.0.0.2:5000,1,186,4.798,56,0,0,1
0.625066,10.0.0.1:49460,10.0.0.2:5000,1,188,5.314,57,0,0,1
0.625164,10.0.0.1:49460,10.0.0.2:5000,1,189,4.980,58,0,0,1
0.626899,10.0.0.1:49460,10.0.0.2:5000,1,190,4.821,59,0,0,1
0.627015,10.0.0.1:49460,10.0.0.2:5000,1,191,4.582,60,0,0,1
0.627073,10.0.0.1:49460,10.0.0.2:5000,1,191,3.847,61,0,0,1
0.627163,10.0.0.1:49460,10.0.0.2:5000,2,192,3.256,62,0,0,1
0.627298,10.0.0.1:49460,10.0.0.2:5000,2,192,2.773,63,0,0,1
0.627506,10.0.0.1:49460,10.0.0.2:5000,2,192,2.220,64,0,0,1
0.743218,10.0.0.1:49460,10.0.0.2:5000,2,193,3.249,65,0,0,1
0.744100,10.0.0.1:49460,10.0.0.2:5000,2,195,3.933,66,0,0,1
0.744657,10.0.0.1:49460,10.0.0.2:5000,2,196,3.924,67,0,0,1
0.745054,10.0.0.1:49460,10.0.0.2:5000,2,197,3.845,68,0,0,1
0.766187,10.0.0.1:49460,10.0.0.2:5000,2,199,5.624,69,0,0,1
0.767093,10.0.0.1:49460,10.0.0.2:5000,2,202,6.729,70,0,0,1
0.767147,10.0.0.1:49460,10.0.0.2:5000,1,198,7.044,71,0,0,1
0.767154,10.0.0.1:49460,10.0.0.2:5000,2,194,7.283,72,0,0,1
0.770632,10.0.0.1:49460,10.0.0.2:5000,2,191,7.403,73,0,0,1
0.771377,10.0.0.1:49460,10.0.0.2:5000,1,189,7.483,74,0,0,1
0.771389,10.0.0.1:49460,10.0.0.2:5000,1,187,7.522,75,0,0,1
0.771397,10.0.0.1:49460,10.0.0.2:5000,1,185,7.524,76,0,0,1
0.771405,10.0.0.1:49460,10.0.0.2:5000,1,183,7.309,77,0,0,1
0.771424,10.0.0.1:49460,10.0.0.2:5000,1,181,7.389,78,0,0,1
0.771431,10.0.0.1:49460,10.0.0.2:5000,1,178,7.428,79,0,0,1
0.771437,10.0.0.1:49460,10.0.0.2:5000,1,177,7.432,80,0,0,1
0.773473,10.0.0.1:49460,10.0.0.2:5000,1,175,6.974,81,0,0,1
0.773761,10.0.0.1:49460,10.0.0.2:5000,1,173,6.985,82,0,0,1
0.773999,10.0.0.1:49460,10.0.0.2:5000,1,172,6.808,83,0,0,1
0.774378,10.0.0.1:49460,10.0.0.2:5000,1,170,6.432,84,0,0,1
0.774609,10.0.0.1:49460,10.0.0.2:5000,1,169,5.956,85,0,0,1
0.793788,10.0.0.1:49460,10.0.0.2:5000,1,170,5.144,86,0,0,1
0.794365,10.0.0.1:49460,10.0.0.2:5000,1,171,4.524,87,0,0,1
0.794448,10.0.0.1:49460,10.0.0.2:5000,1,171,3.986,88,0,0,1
0.796639,10.0.0.1:49460,10.0.0.2:5000,2,172,3.781,89,0,0,1
0.796925,10.0.0.1:49460,10.0.0.2:5000,2,172,2.905,90,0,0,1
0.798446,10.0.0.1:49460,10.0.0.2:5000,2,172,2.429,91,0,0,1
0.798781,10.0.0.1:49460,10.0.0.2:5000,2,173,2.082,92,0,0,1
0.799016,10.0.0.1:49460,10.0.0.2:5000,2,173,1.819,93,0,0,1
0.799215,10.0.0.1:49460,10.0.0.2:5000,1,172,1.849,94,0,0,1
0.799541,10.0.0.1:49460,10.0.0.2:5000,1,172,1.861,95,0,0,1
0.799799,10.0.0.1:49460,10.0.0.2:5000,1,171,1.855,96,0,0,1
0.800180,10.0.0.1:49460,10.0.0.2:5000,1,171,1.746,97,0,0,1
0.804369,10.0.0.1:49460,10.0.0.2:5000,2,171,1.523,98,0,0,1
0.820910,10.0.0.1:49460,10.0.0.2:5000,2,172,2.464,99,0,0,1
0.821053,10.0.0.1:49460,10.0.0.2:5000,2,174,3.023,100,0,0,1
0.821214,10.0.0.1:49460,10.0.0.2:5000,2,175,3.313,101,0,0,1
0.822353,10.0.0.1:49460,10.0.0.2:5000,2,176,3.543,102,0,0,1
0.822662,10.0.0.1:49460,10.0.0.2:5000,2,177,3.622,103,0,0,1
0.823022,10.0.0.1:49460,10.0.0.2:5000,2,177,2.717,104,0,0,1
0.823103,10.0.0.1:49460,10.0.0.2:5000,2,177,2.048,105,0,0,1
0.823183,10.0.0.1:49460,10.0.0.2:5000,2,177,1.555,106,0,0,1
0.823293,10.0.0.1:49460,10.0.0.2:5000,2,177,1.194,107,0,0,1
0.823421,10.0.0.1:49460,10.0.0.2:5000,2,177,0.938,108,0,0,1
0.823524,10.0.0.1:49460,10.0.0.2:5000,2,176,1.016,109,0,0,1
0.832260,10.0.0.1:49460,10.0.0.2:5000,2,176,1.097,110,0,0,1
0.833537,10.0.0.1:49460,10.0.0.2:5000,2,177,1.275,111,0,0,1
0.833637,10.0.0.1:49460,10.0.0.2:5000,2,177,1.366,112,0,0,1
0.833695,10.0.0.1:49460,10.0.0.2:5000,2,177,1.389,113,0,0,1
0.839539,10.0.0.1:49460,10.0.0.2:5000,2,178,1.658,114,0,0,1
0.839734,10.0.0.1:49460,10.0.0.2:5000,2,179,1.808,115,0,0,1
0.840723,10.0.0.1:49460,10.0.0.2:5000,2,179,1.974,116,0,0,1
0.840920,10.0.0.1:49460,10.0.0.2:5000,2,180,2.045,117,0,0,1
0.841025,10.0.0.1:49460,10.0.0.2:5000,2,180,2.041,118,0,0,1
0.841869,10.0.0.1:49460,10.0.0.2:5000,2,180,1.726,119,0,0,1
0.842508,10.0.0.1:49460,10.0.0.2:5000,2,180,1.385,120,0,0,1
0.842570,10.0.0.1:49460,10.0.0.2:5000,2,180,1.110,121,0,0,1
0.842812,10.0.0.1:49460,10.0.0.2:5000,2,180,0.864,122,0,0,1
0.843053,10.0.0.1:49460,10.0.0.2:5000,3,180,0.650,123,0,0,1
0.843108,10.0.0.1:49460,10.0.0.2:5000,2,179,0.773,124,0,0,1
0.843157,10.0.0.1:49460,10.0.0.2:5000,2,178,0.873,125,0,0,1
0.843388,10.0.0.1:49460,10.0.0.2:5000,3,177,0.951,126,0,0,1
0.844655,10.0.0.1:49460,10.0.0.2:5000,3,176,0.994,127,0,0,1
0.852825,10.0.0.1:49460,10.0.0.2:5000,3,177,1.259,128,0,0,1
0.900653,10.0.0.1:49460,10.0.0.2:5000,3,174,1.531,129,0,0,1
0.901008,10.0.0.1:49460,10.0.0.2:5000,3,172,1.749,130,0,0,1
0.901678,10.0.0.1:49460,10.0.0.2:5000,3,170,1.940,131,0,0,1
0.901890,10.0.0.1:49460,10.0.0.2:5000,3,169,2.091,132,0,0,1
0.905402,10.0.0.1:49460,10.0.0.2:5000,3,167,2.155,133,0,0,1
0.907244,10.0.0.1:49460,10.0.0.2:5000,3,167,2.173,134,0,0,1
0.919002,10.0.0.1:49460,10.0.0.2:5000,3,165,2.332,135,0,0,1
0.919856,10.0.0.1:49460,10.0.0.2:5000,3,164,2.445,136,0,0,1
0.922334,10.0.0.1:49460,10.0.0.2:5000,3,163,2.492,137,0,0,1
0.927012,10.0.0.1:49460,10.0.0.2:5000,3,162,2.149,138,0,0,1
0.927099,10.0.0.1:49460,10.0.0.2:5000,4,161,2.181,139,0,0,1
0.928720,10.0.0.1:49460,10.0.0.2:5000,4,161,2.124,140,0,0,1
0.929077,10.0.0.1:49460,10.0.0.2:5000,4,161,1.976,141,0,0,1
0.929086,10.0.0.1:49460,10.0.0.2:5000,4,160,1.816,142,0,0,1
0.930276,10.0.0.1:49460,10.0.0.2:5000,4,160,1.505,143,0,0,1
0.930557,10.0.0.1:49460,10.0.0.2:5000,4,159,1.545,144,0,0,1
0.930887,10.0.0.1:49460,10.0.0.2:5000,4,159,1.567,145,0,0,1
0.931056,10.0.0.1:49460,10.0.0.2:5000,4,158,1.577,146,0,0,1
0.931943,10.0.0.1:49460,10.0.0.2:5000,4,158,1.480,147,0,0,1
0.933515,10.0.0.1:49460,10.0.0.2:5000,4,158,1.174,148,0,0,1
0.933814,10.0.0.1:49460,10.0.0.2:5000,4,158,0.898,149,0,0,1
0.938254,10.0.0.1:49460,10.0.0.2:5000,4,159,1.212,150,0,0,1
0.939418,10.0.0.1:49460,10.0.0.2:5000,4,158,1.243,151,0,0,1
0.940056,10.0.0.1:49460,10.0.0.2:5000,4,158,1.255,152,0,0,1
0.940152,10.0.0.1:49460,10.0.0.2:5000,4,157,1.258,153,0,0,1
0.940948,10.0.0.1:49460,10.0.0.2:5000,4,157,1.142,154,0,0,1
0.941069,10.0.0.1:49460,10.0.0.2:5000,4,157,1.015,155,0,0,1
0.948749,10.0.0.1:49460,10.0.0.2:5000,4,158,1.582,156,0,0,1
0.949614,10.0.0.1:49460,10.0.0.2:5000,4,159,2.012,157,0,0,1
0.954600,10.0.0.1:49460,10.0.0.2:5000,5,159,1.814,163,0,0,1
0.955160,10.0.0.1:49460,10.0.0.2:5000,5,159,1.698,164,0,0,1
0.955205,10.0.0.1:49460,10.0.0.2:5000,4,158,1.776,165,0,0,1
0.955235,10.0.0.1:49460,10.0.0.2:5000,4,157,1.835,166,0,0,1
0.965782,10.0.0.1:49460,10.0.0.2:5000,4,158,1.892,173,0,0,1
0.966348,10.0.0.1:49460,10.0.0.2:5000,4,157,1.654,174,0,0,1
0.967288,10.0.0.1:49460,10.0.0.2:5000,4,157,1.329,175,0,0,1
0.967521,10.0.0.1:49460,10.0.0.2:5000,5,157,1.044,176,0,0,1
0.967799,10.0.0.1:49460,10.0.0.2:5000,5,157,0.791,177,0,0,1
0.968490,10.0.0.1:49460,10.0.0.2:5000,5,157,0.673,178,0,0,1
0.968701,10.0.0.1:49460,10.0.0.2:5000,5,158,0.601,179,0,0,1
0.969828,10.0.0.1:49460,10.0.0.2:5000,5,158,0.668,180,0,0,1
0.971804,10.0.0.1:49460,10.0.0.2:5000,5,157,0.681,181,0,0,1
0.976002,10.0.0.1:49460,10.0.0.2:5000,5,158,0.801,182,0,0,1
0.976774,10.0.0.1:49460,10.0.0.2:5000,5,158,0.953,183,0,0,1
0.977169,10.0.0.1:49460,10.0.0.2:5000,5,158,1.072,184,0,0,1
0.977177,10.0.0.1:49460,10.0.0.2:5000,5,159,1.118,185,0,0,1
0.977183,10.0.0.1:49460,10.0.0.2:5000,5,159,1.114,186,0,0,1
0.977187,10.0.0.1:49460,10.0.0.2:5000,5,159,1.077,187,0,0,1
0.977195,10.0.0.1:49460,10.0.0.2:5000,5,160,1.020,188,0,0,1
0.977199,10.0.0.1:49460,10.0.0.2:5000,5,159,1.038,189,0,0,1
0.977203,10.0.0.1:49460,10.0.0.2:5000,5,159,1.050,190,0,0,1
0.978908,10.0.0.1:49460,10.0.0.2:5000,5,159,0.883,197,0,0,1
0.987826,10.0.0.1:49460,10.0.0.2:5000,6,159,1.066,201,0,0,1
0.988948,10.0.0.1:49460,10.0.0.2:5000,6,160,1.295,202,0,0,1
0.989022,10.0.0.1:49460,10.0.0.2:5000,6,160,1.414,203,0,0,1
0.989347,10.0.0.1:49460,10.0.0.2:5000,6,160,1.488,204,0,0,1
0.989715,10.0.0.1:49460,10.0.0.2:5000,6,161,1.536,205,0,0,1
0.995880,10.0.0.1:49460,10.0.0.2:5000,6,161,1.460,215,0,0,1
0.996318,10.0.0.1:49460,10.0.0.2:5000,6,161,1.488,216,0,0,1
0.996780,10.0.0.1:49460,10.0.0.2:5000,6,160,1.498,217,0,0,1
0.996804,10.0.0.1:49460,10.0.0.2:5000,6,160,1.501,218,0,0,1
1.004230,10.0.0.1:49460,10.0.0.2:5000,6,160,1.705,224,0,0,1
1.004554,10.0.0.1:49460,10.0.0.2:5000,6,159,1.758,225,0,0,1
1.011660,10.0.0.1:49460,10.0.0.2:5000,6,160,1.465,226,0,0,1
1.012111,10.0.0.1:49460,10.0.0.2:5000,6,160,1.284,227,0,0,1
1.012232,10.0.0.1:49460,10.0.0.2:5000,6,160,1.140,228,0,0,1
1.012678,10.0.0.1:49460,10.0.0.2:5000,6,160,1.065,229,0,0,1
1.012978,10.0.0.1:49460,10.0.0.2:5000,6,160,1.021,230,0,0,1
1.012994,10.0.0.1:49460,10.0.0.2:5000,6,161,0.962,231,0,0,1
1.012997,10.0.0.1:49460,10.0.0.2:5000,6,161,0.894,232,0,0,1
1.013119,10.0.0.1:49460,10.0.0.2:5000,6,161,0.836,233,0,0,1
1.013161,10.0.0.1:49460,10.0.0.2:5000,6,161,0.777,234,0,0,1
1.013204,10.0.0.1:49460,10.0.0.2:5000,6,160,0.885,235,0,0,1
1.013317,10.0.0.1:49460,10.0.0.2:5000,6,159,0.971,236,0,0,1
1.013441,10.0.0.1:49460,10.0.0.2:5000,6,158,1.038,237,0,0,1
1.013536,10.0.0.1:49460,10.0.0.2:5000,6,158,1.090,238,0,0,1
1.013540,10.0.0.1:49460,10.0.0.2:5000,6,157,1.129,239,0,0,1
1.015985,10.0.0.1:49460,10.0.0.2:5000,6,157,1.055,240,0,0,1
1.019306,10.0.0.1:49460,10.0.0.2:5000,6,157,1.024,241,0,0,1
1.023100,10.0.0.1:49460,10.0.0.2:5000,7,158,1.445,242,0,0,1
1.024352,10.0.0.1:49460,10.0.0.2:5000,7,159,1.832,243,0,0,1
1.024529,10.0.0.1:49460,10.0.0.2:5000,7,159,2.052,244,0,0,1
1.026832,10.0.0.1:49460,10.0.0.2:5000,7,160,2.419,245,0,0,1
1.026873,10.0.0.1:49460,10.0.0.2:5000,7,160,1.905,246,0,0,1
1.027340,10.0.0.1:49460,10.0.0.2:5000,7,160,1.450,247,0,0,1
1.027627,10.0.0.1:49460,10.0.0.2:5000,7,160,1.105,248,0,0,1
1.027750,10.0.0.1:49460,10.0.0.2:5000,7,160,0.860,249,0,0,1
1.028030,10.0.0.1:49460,10.0.0.2:5000,7,160,0.706,250,0,0,1
1.028081,10.0.0.1:49460,10.0.0.2:5000,7,160,0.591,251,0,0,1
1.028131,10.0.0.1:49460,10.0.0.2:5000,7,160,0.502,252,0,0,1
1.030898,10.0.0.1:49460,10.0.0.2:5000,7,161,0.774,253,0,0,1
1.030931,10.0.0.1:49460,10.0.0.2:5000,7,161,0.933,254,0,0,1
1.030941,10.0.0.1:49460,10.0.0.2:5000,7,161,1.009,255,0,0,1
1.032626,10.0.0.1:49460,10.0.0.2:5000,7,162,1.237,256,0,0,1
1.051638,10.0.0.1:49460,10.0.0.2:5000,9,160,1.375,257,0,0,1
1.052076,10.0.0.1:49460,10.0.0.2:5000,9,159,1.479,258,0,0,1
1.053795,10.0.0.1:49460,10.0.0.2:5000,9,158,1.551,259,0,0,1
1.054521,10.0.0.1:49460,10.0.0.2:5000,9,157,1.595,260,0,0,1
1.054766,10.0.0.1:49460,10.0.0.2:5000,9,157,1.622,261,0,0,1
1.059470,10.0.0.1:49460,10.0.0.2:5000,9,157,1.265,262,0,0,1
1.059697,10.0.0.1:49460,10.0.0.2:5000,9,156,1.274,263,0,0,1
1.059884,10.0.0.1:49460,10.0.0.2:5000,9,156,1.274,264,0,0,1
1.061438,10.0.0.1:49460,10.0.0.2:5000,9,156,1.039,265,0,0,1
1.061631,10.0.0.1:49460,10.0.0.2:5000,9,156,0.833,266,0,0,1
1.061644,10.0.0.1:49460,10.0.0.2:5000,9,156,0.868,267,0,0,1
1.061651,10.0.0.1:49460,10.0.0.2:5000,9,155,0.895,268,0,0,1
1.071333,10.0.0.1:49460,10.0.0.2:5000,10,155,0.919,269,0,0,1
1.072872,10.0.0.1:49460,10.0.0.2:5000,10,155,0.864,270,0,0,1
1.077962,10.0.0.1:49460,10.0.0.2:5000,9,155,0.715,271,0,0,1
1.078127,10.0.0.1:49460,10.0.0.2:5000,10,155,0.616,272,0,0,1
1.078364,10.0.0.1:49460,10.0.0.2:5000,10,155,0.562,273,0,0,1
1.078881,10.0.0.1:49460,10.0.0.2:5000,10,155,0.573,274,0,0,1
1.079165,10.0.0.1:49460,10.0.0.2:5000,9,155,0.606,275,0,0,1
1.080720,10.0.0.1:49460,10.0.0.2:5000,9,154,0.608,276,0,0,1
1.080978,10.0.0.1:49460,10.0.0.2:5000,10,154,0.630,277,0,0,1
1.081104,10.0.0.1:49460,10.0.0.2:5000,10,154,0.645,278,0,0,1
1.088211,10.0.0.1:49460,10.0.0.2:5000,10,154,1.131,279,0,0,1
1.088404,10.0.0.1:49460,10.0.0.2:5000,10,155,1.440,280,0,0,1
1.088547,10.0.0.1:49460,10.0.0.2:5000,10,155,1.391,281,0,0,1
1.088636,10.0.0.1:49460,10.0.0.2:5000,10,156,1.327,282,0,0,1
1.088854,10.0.0.1:49460,10.0.0.2:5000,10,156,1.270,283,0,0,1
1.088858,10.0.0.1:49460,10.0.0.2:5000,10,156,1.194,284,0,0,1
1.088860,10.0.0.1:49460,10.0.0.2:5000,10,156,1.108,285,0,0,1
1.088863,10.0.0.1:49460,10.0.0.2:5000,10,156,1.016,286,0,0,1
1.088865,10.0.0.1:49460,10.0.0.2:5000,10,157,0.925,287,0,0,1
1.088870,10.0.0.1:49460,10.0.0.2:5000,10,157,0.837,288,0,0,1
1.096216,10.0.0.1:49460,10.0.0.2:5000,9,157,0.706,289,0,0,1
1.097111,10.0.0.1:49460,10.0.0.2:5000,9,157,0.710,290,0,0,1
1.097308,10.0.0.1:49460,10.0.0.2:5000,10,157,0.716,291,0,0,1
1.097815,10.0.0.1:49460,10.0.0.2:5000,10,157,0.761,292,0,0,1
1.098260,10.0.0.1:49460,10.0.0.2:5000,10,158,0.822,293,0,0,1
1.101148,10.0.0.1:49460,10.0.0.2:5000,10,158,1.197,294,0,0,1
1.102089,10.0.0.1:49460,10.0.0.2:5000,10,159,1.523,295,0,0,1
1.103477,10.0.0.1:49460,10.0.0.2:5000,10,160,1.860,296,0,0,1
1.105142,10.0.0.1:49460,10.0.0.2:5000,10,160,2.235,297,0,0,1
1.105489,10.0.0.1:49460,10.0.0.2:5000,10,161,2.454,298,0,0,1
1.120026,10.0.0.1:49460,10.0.0.2:5000,11,164,4.337,319,0,0,1
1.120845,10.0.0.1:49460,10.0.0.2:5000,11,164,3.499,320,0,0,1
1.121365,10.0.0.1:49460,10.0.0.2:5000,11,164,2.905,321,0,0,1
1.121635,10.0.0.1:49460,10.0.0.2:5000,11,165,2.458,322,0,0,1
1.121886,10.0.0.1:49460,10.0.0.2:5000,11,165,2.119,323,0,0,1
1.122306,10.0.0.1:49460,10.0.0.2:5000,11,165,1.883,324,0,0,1
1.123311,10.0.0.1:49460,10.0.0.2:5000,11,166,1.794,325,0,0,1
1.123386,10.0.0.1:49460,10.0.0.2:5000,11,165,1.826,326,0,0,1
1.123490,10.0.0.1:49460,10.0.0.2:5000,11,164,1.845,327,0,0,1
1.133391,10.0.0.1:49460,10.0.0.2:5000,11,165,2.093,328,0,0,1
1.133678,10.0.0.1:49460,10.0.0.2:5000,11,166,2.227,329,0,0,1
1.133691,10.0.0.1:49460,10.0.0.2:5000,11,166,2.248,330,0,0,1
1.133694,10.0.0.1:49460,10.0.0.2:5000,12,167,2.191,331,0,0,1
1.133697,10.0.0.1:49460,10.0.0.2:5000,12,167,2.086,332,0,0,1
1.134008,10.0.0.1:49460,10.0.0.2:5000,11,166,2.105,333,0,0,1
1.134050,10.0.0.1:49460,10.0.0.2:5000,11,166,2.113,334,0,0,1
1.134209,10.0.0.1:49460,10.0.0.2:5000,11,165,2.078,335,0,0,1
1.134577,10.0.0.1:49460,10.0.0.2:5000,11,164,2.127,336,0,0,1
1.134849,10.0.0.1:49460,10.0.0.2:5000,11,164,2.156,337,0,0,1
1.135013,10.0.0.1:49460,10.0.0.2:5000,11,163,2.170,338,0,0,1
1.135129,10.0.0.1:49460,10.0.0.2:5000,11,162,2.171,339,0,0,1
1.135294,10.0.0.1:49460,10.0.0.2:5000,11,162,2.091,340,0,0,1
1.135375,10.0.0.1:49460,10.0.0.2:5000,11,162,1.962,341,0,0,1
1.135514,10.0.0.1:49460,10.0.0.2:5000,11,161,1.799,342,0,0,1
1.145998,10.0.0.1:49460,10.0.0.2:5000,11,162,2.372,343,0,0,1
1.146675,10.0.0.1:49460,10.0.0.2:5000,11,163,2.751,344,0,0,1
1.148643,10.0.0.1:49460,10.0.0.2:5000,11,164,3.167,345,0,0,1
1.148690,10.0.0.1:49460,10.0.0.2:5000,11,165,3.348,346,0,0,1
1.148697,10.0.0.1:49460,10.0.0.2:5000,11,166,3.363,347,0,0,1
1.149304,10.0.0.1:49460,10.0.0.2:5000,11,167,3.343,348,0,0,1
1.149680,10.0.0.1:49460,10.0.0.2:5000,12,168,3.268,349,0,0,1
1.149689,10.0.0.1:49460,10.0.0.2:5000,12,168,3.123,350,0,0,1
1.149693,10.0.0.1:49460,10.0.0.2:5000,11,169,2.405,351,0,0,1
1.149697,10.0.0.1:49460,10.0.0.2:5000,11,169,1.860,352,0,0,1
1.149700,10.0.0.1:49460,10.0.0.2:5000,11,169,1.444,353,0,0,1
1.149704,10.0.0.1:49460,10.0.0.2:5000,11,169,1.127,354,0,0,1
1.151790,10.0.0.1:49460,10.0.0.2:5000,11,169,1.143,355,0,0,1
1.151949,10.0.0.1:49460,10.0.0.2:5000,11,169,1.138,356,0,0,1
1.152000,10.0.0.1:49460,10.0.0.2:5000,11,169,1.106,357,0,0,1
1.152045,10.0.0.1:49460,10.0.0.2:5000,12,170,1.057,358,0,0,1
1.152129,10.0.0.1:49460,10.0.0.2:5000,12,170,0.996,359,0,0,1
1.152186,10.0.0.1:49460,10.0.0.2:5000,12,170,0.937,360,0,0,1
1.152230,10.0.0.1:49460,10.0.0.2:5000,12,170,0.875,361,0,0,1
1.152292,10.0.0.1:49460,10.0.0.2:5000,12,170,0.815,362,0,0,1
1.152342,10.0.0.1:49460,10.0.0.2:5000,10,169,0.997,363,0,0,1
1.152390,10.0.0.1:49460,10.0.0.2:5000,10,167,1.147,364,0,0,1
1.162474,10.0.0.1:49460,10.0.0.2:5000,11,167,0.879,374,0,0,1
1.164657,10.0.0.1:49460,10.0.0.2:5000,11,166,0.968,375,0,0,1
1.165744,10.0.0.1:49460,10.0.0.2:5000,11,166,1.022,376,0,0,1
1.165784,10.0.0.1:49460,10.0.0.2:5000,11,165,1.064,377,0,0,1
1.165792,10.0.0.1:49460,10.0.0.2:5000,11,165,1.094,378,0,0,1
1.165799,10.0.0.1:49460,10.0.0.2:5000,11,164,1.116,379,0,0,1
1.166434,10.0.0.1:49460,10.0.0.2:5000,11,164,1.120,380,0,0,1
1.166445,10.0.0.1:49460,10.0.0.2:5000,11,164,1.112,381,0,0,1
1.166498,10.0.0.1:49460,10.0.0.2:5000,11,163,1.071,382,0,0,1
1.166580,10.0.0.1:49460,10.0.0.2:5000,11,163,0.995,383,0,0,1
1.166867,10.0.0.1:49460,10.0.0.2:5000,12,163,0.878,384,0,0,1
1.166880,10.0.0.1:49460,10.0.0.2:5000,12,163,0.773,385,0,0,1
1.183618,10.0.0.1:49460,10.0.0.2:5000,12,164,1.645,398,0,0,1
1.184428,10.0.0.1:49460,10.0.0.2:5000,12,165,2.047,399,0,0,1
1.184465,10.0.0.1:49460,10.0.0.2:5000,11,165,1.553,400,0,0,1
1.185860,10.0.0.1:49460,10.0.0.2:5000,11,165,1.324,401,0,0,1
1.186453,10.0.0.1:49460,10.0.0.2:5000,11,165,1.206,402,0,0,1
1.186537,10.0.0.1:49460,10.0.0.2:5000,11,165,1.102,403,0,0,1
1.186544,10.0.0.1:49460,10.0.0.2:5000,11,166,1.000,404,0,0,1
1.186548,10.0.0.1:49460,10.0.0.2:5000,11,166,0.903,405,0,0,1
